corredores.id-corredor,corredores.ageGroup,corredores.fullname,corredores.uri,corredores.nationality,corredores.sex,corredores.Club,corredores.Team,corredores.Sponsor(s),corredores.Description,corredores.Geral,corredores.20K,corredores.50K,corredores.100K,corredores.100m
5882436,40-44,Michelle DE SOUZA GOMES,5882436.michelle.desouzagomes,BR,F,,,,,388,389,,,
5882440,35-39,Jos� FRANCISCO SILVEIRA FIGUEIREDO,5882440.jose.franciscosilveirafigueiredo,BR,H,,,,,378,379,,,
5882442,45-49,Patricia FURTADO DA SILVA,5882442.patricia.furtadodasilva,BR,F,,,,,377,378,,,
5882452,20-34,Michel SILVA,5882452.michel.silva,BR,H,,,,,371,372,,,
5882458,35-39,Andre LUIZ MACHADO NERY,5882458.andre.luizmachadonery,BR,H,,,,,364,366,,,
5882460,35-39,Vitor FARIA,5882460.vitor.faria,BR,H,,,,,364,366,,,
5882466,35-39,Camilla FARKASVOLGYI,5882466.camilla.farkasvolgyi,BR,F,,,,,363,364,,,
5882468,20-34,Lucas CRUZ,5882468.lucas.cruz,BR,H,,,,,362,363,,,
5882474,50-54,Dulcineia MARIZ,5882474.dulcineia.mariz,BR,F,,,,,361,362,,,
5882476,20-34,Janaina REIS,5882476.janaina.reis,BR,F,,,,,360,362,,,
5882486,40-44,Raniere SANTOS,5882486.raniere.santos,BR,H,,,,,354,355,,,
5882490,35-39,Tiago AIRES,5882490.tiago.aires,BR,H,,,,,350,351,,,
5882496,40-44,Eduardo DE SOUZA LUZ,5882496.eduardo.desouzaluz,BR,H,,,,,342,344,,,
5882500,20-34,Thayanne CRISTINA FRAZ�O FRAN�A,5882500.thayanne.cristinafrazaofranca,BR,F,,,,,339,340,,,
5882502,40-44,Glauciamberguia DE ALMEIDA PIRAJ�,5882502.glauciamberguia.dealmeidapiraja,BR,F,,,,,337,339,,,
5882504,40-44,Rui XAVIER DA SILVA,5882504.rui.xavierdasilva,BR,H,,,,,337,338,,,
5882512,35-39,Gisele NUNES DOS SANTOS,5882512.gisele.nunesdossantos,BR,F,,,,,327,329,,,
5882514,60-64,Ruy RUY,5882514.ruy.ruy,BR,H,,,,,327,329,,,
5882516,35-39,Carolina HELENA,5882516.carolina.helena,BR,F,,,,,327,328,,,
5882520,35-39,Juliana MACHADO,5882520.juliana.machado,BR,F,,,,,319,320,,,
5882522,20-34,Leandro BARBOSA,5882522.leandro.barbosa,BR,H,,,,,638,641,,,
5882524,20-34,Jo�o FERNANDO ACCIOLY DA LUZ,5882524.joao.fernandoacciolydaluz,BR,H,,,,,601,603,,,
5882526,45-49,Carlos DOS SANTOS DIAS DE OLIVEIRA,5882526.carlos.dossantosdiasdeoliveira,BR,H,,,,,598,601,,,
5882528,20-34,Lucas AVES TEIXEIRA,5882528.lucas.avesteixeira,BR,H,,,,,597,599,,,
5882530,20-34,Marcos VIN�CIUS FERREIRA SOARES,5882530.marcos.viniciusferreirasoares,BR,H,,,,,569,571,,,
5882532,35-39,Eberson LEITE DE OLIVEIRA,5882532.eberson.leitedeoliveira,BR,H,,,,,552,555,,,
5882534,20-34,Rafael OVANDO,5882534.rafael.ovando,BR,H,,,,,538,541,,,
5882536,35-39,Diego CASTELAN DO NASCIMENTO,5882536.diego.castelandonascimento,BR,H,,,,,533,535,,,
5882538,45-49,Webert SANTOS,5882538.webert.santos,BR,H,,,,,504,506,,,
5882542,20-34,Eduardo SILVA,5882542.eduardo.silva,BR,H,,,,,476,478,,,
5882544,40-44,Mateus ASSIS,5882544.mateus.assis,BR,H,,,,,468,469,,,
5882546,45-49,Bruno BARBALHO,5882546.bruno.barbalho,BR,H,,,,,464,466,,,
5882548,40-44,Adriano LUIS ANHAIA,5882548.adriano.luisanhaia,BR,H,,,,,459,461,,,
5882550,20-34,Jonathan PHILIPPE,5882550.jonathan.philippe,BR,H,,,,,459,461,,,
5882552,20-34,Clara TISO,5882552.clara.tiso,BR,F,,,,,453,455,,,
5882554,35-39,Douglas DE OLIVEIRA SCHETINI,5882554.douglas.deoliveiraschetini,BR,H,,,,,440,442,,,
5882556,40-44,Guilherme CORREIA LIMA,5882556.guilherme.correialima,BR,H,,,,,440,441,,,
5882558,20-34,Mateus MESSIAS DOS REIS BALBINO,5882558.mateus.messiasdosreisbalbino,BR,H,,,,,432,434,,,
5882560,35-39,Lucas ALMEIDA,5882560.lucas.almeida,BR,H,,,,,419,420,,,
5882562,40-44,Hosana DOS REIS,5882562.hosana.dosreis,BR,F,,,,,418,420,,,
5882564,35-39,Ad�o DA CONCEI��O RODRIGUES NETO,5882564.adao.daconceicaorodriguesneto,BR,H,,,,,418,419,,,
5882566,45-49,Henderson OLIVEIRA,5882566.henderson.oliveira,BR,H,,,,,416,417,,,
5882568,20-34,J�sula PEREIRA,5882568.jesula.pereira,BR,F,,,,,415,417,,,
5882570,35-39,Thiago TORRES CARNEIRO,5882570.thiago.torrescarneiro,BR,H,,,,,415,417,,,
5882572,20-34,Erick JONATHAN RODRIGUES TELES,5882572.erick.jonathanrodriguesteles,BR,H,,,,,415,416,,,
5882574,45-49,Elton BORGES,5882574.elton.borges,BR,H,,,,,414,416,,,
5882578,20-34,Bruno NUNES DA CRUZ,5882578.bruno.nunesdacruz,BR,H,,,,,413,414,,,
5882580,20-34,Andreia APARECIDA MOREIRA,5882580.andreia.aparecidamoreira,BR,F,,,,,408,409,393,,
5882582,35-39,Bruna SOUZA,5882582.bruna.souza,BR,F,,,,,406,408,,,
5882584,20-34,Thiago CHARLON PAIO CANHESTRO,5882584.thiago.charlonpaiocanhestro,BR,H,,,,,397,399,,,
5882586,20-34,Sara DA CONCEI��O,5882586.sara.daconceicao,BR,F,,,,,392,393,,,
5882588,35-39,Daiane DINIZ,5882588.daiane.diniz,BR,F,,,,,390,391,,,
5882590,35-39,Thiago OLIVEIRA,5882590.thiago.oliveira,BR,H,,,,,389,391,,,
5882592,45-49,Marcelo FERREIRA CASSIMIRO,5882592.marcelo.ferreiracassimiro,BR,H,,,,,377,378,,,
5882594,40-44,Maria FERNANDA SILVA,5882594.maria.fernandasilva,BR,F,,,,,374,376,,,
5882596,35-39,Saulo MESSIAS,5882596.saulo.messias,BR,H,,,,,373,375,,,
5882598,40-44,Vivian CORTINES,5882598.vivian.cortines,BR,F,,,,,367,369,,,
5882600,40-44,Tha�s LACERDA,5882600.thais.lacerda,BR,F,,,,,367,369,,,
5882602,20-34,Helton FARIA,5882602.helton.faria,BR,H,,,,,364,365,,,
5882604,35-39,Rafael REIS,5882604.rafael.reis,BR,H,,,,,361,362,,,
5882606,45-49,Elen CRISTINA GUIMAR�ES TORRES NEHEMY BROCCHI,5882606.elen.cristinaguimaraestorresnehemybrocchi,BR,F,,,,,360,362,,,
5882608,20-34,Larissa FIRACE,5882608.larissa.firace,BR,F,,,,,360,361,,,
5882610,20-34,Rafael GREG�RIO NETO,5882610.rafael.gregorioneto,BR,H,,,,,358,359,,,
5882612,50-54,Valdemir FERNANDES,5882612.valdemir.fernandes,BR,H,,,,,350,351,,,
5882614,50-54,Val�ria FERREIRA,5882614.valeria.ferreira,BR,F,,,,,340,341,,,
5882616,20-34,Luana ESTEVES,5882616.luana.esteves,BR,F,,,,,336,337,,,
5882618,40-44,Camilla GANG�,5882618.camilla.ganga,BR,F,,,,,335,336,,,
5882620,35-39,Lucas CUNHA,5882620.lucas.cunha,BR,H,,,,,330,332,,,
76464,50-54,Tani OREGGIA,76464.tani.oreggia,BR,H,,,,,514,516,,,
1346101,70-74,Edson MASSAO YOKOTE,1346101.edson.massaoyokote,BR,H,,,,,316,317,,,
1350391,40-44,D�bora Oliveira GRIPP,1350391.deboraoliveira.gripp,BR,F,,AGILLE,,,373,353,372,,
1964083,50-54,Monica ENCINAS,1964083.monica.encinas,BR,F,,,,,457,456,,,
2265725,40-44,Mari BALDISSERA,2265725.mari.baldissera,BR,F,,,,,529,528,524,,
2350567,35-39,P�mela ARCHIBUSACCI SARKIS,2350567.pamela.archibusaccisarkis,BR,F,,,,,396,398,,,
2611479,40-44,Luis Nei RESENDE,2611479.luisnei.resende,BR,H,,,,,664,662,,,
3455597,60-64,Marco PENNA,3455597.marco.penna,BR,H,,,,,419,420,409,,
3456109,45-49,Mayumi TACHIBANA,3456109.mayumi.tachibana,BR,F,I don't have,Fit4Life,I don't have,,448,447,,,
4087040,35-39,Cesar DOMINGOS,4087040.cesar.domingos,BR,H,Savana Trail Club,GO ON Outdoor,Myself,,658,640,652,,
4105066,45-49,Br�ulio SOARES DRUMOND,4105066.braulio.soaresdrumond,BR,H,,,,,468,466,,,
4401334,35-39,Felipe AUGUSTO DO CARMO SILVA,4401334.felipe.augustodocarmosilva,BR,H,,,,,582,582,,,
4747172,40-44,Rodrigo FERREIRA,4747172.rodrigo.ferreira,BR,H,,,,,482,369,483,,
4914333,40-44,Mariana SAKAKIBARA,4914333.mariana.sakakibara,BR,F,,,,,344,344,,,
4914585,45-49,Vanessa CIMINO,4914585.vanessa.cimino,BR,F,,,,,329,330,,,
4914973,40-44,Leandro DIMP�RIO,4914973.leandro.dimperio,BR,H,IMP�RIO RUNNERS,IMP�RIO RUNNERS,RESTAURANTE A�AI BAR,,344,345,327,,
5407601,45-49,Sandra MOREIRA,5407601.sandra.moreira,BR,F,,,,,396,396,,,
5464670,20-34,Anderson ASSIS,5464670.anderson.assis,BR,H,,,,,502,504,,,
5712958,50-54,Cleucio SILVA,5712958.cleucio.silva,BR,H,,,,,445,447,,,
5771102,20-34,Mariana SANTOS,5771102.mariana.santos,BR,F,,,,,554,556,,,
5789643,35-39,Barbara PERET,5789643.barbara.peret,BR,F,,,,,433,435,,,
5803886,35-39,Beatriz MEDEIROS,5803886.beatriz.medeiros,BR,F,,,,,344,345,,,
5868321,20-34,Maria FONSECA,5868321.maria.fonseca,BR,F,,,,,385,386,,,
5877903,40-44,Andr� RIBEIRO,5877903.andre.ribeiro,BR,H,,,,,425,426,,,
5882626,20-34,Gleisson WELLINGTON LANA,5882626.gleisson.wellingtonlana,BR,H,,,,,676,679,,,
5882628,20-34,Ricartt ASSUNCAO,5882628.ricartt.assuncao,BR,H,,,,,628,631,,,
5882630,20-34,Mauricio DOS SANTOS DA SILVA,5882630.mauricio.dossantosdasilva,BR,H,,,,,602,604,,,
5882636,20-34,Gabriel GOMES,5882636.gabriel.gomes,BR,H,,,,,553,556,,,
5882642,20-34,Felipe FERNANDO DOS SANTOS BUENO,5882642.felipe.fernandodossantosbueno,BR,H,,,,,544,546,,,
5882644,20-34,Lucas SILVA,5882644.lucas.silva,BR,H,,,,,543,545,,,
5882646,20-34,Felipe FARIA,5882646.felipe.faria,BR,H,,,,,538,540,,,
5882648,40-44,Ailton ANT�NIO DE OLIVEIRA,5882648.ailton.antoniodeoliveira,BR,H,,,,,537,539,,,
5882650,55-59,Edmar DOS SANTOS,5882650.edmar.dossantos,BR,H,,,,,525,527,,,
5882652,40-44,Marcelo MAYER,5882652.marcelo.mayer,BR,H,,,,,524,526,,,
5882656,50-54,Carlos ALBERTO FREITAS DIAS,5882656.carlos.albertofreitasdias,BR,H,,,,,514,516,,,
5882660,40-44,Fernando MEIRELLE GOMES,5882660.fernando.meirellegomes,BR,H,,,,,506,508,,,
5882662,20-34,Pedro AUGUSTO SIQUEIRA HOHENE,5882662.pedro.augustosiqueirahohene,BR,H,,,,,501,503,,,
5882664,50-54,Angela MARIA ALVES DE SOUZA,5882664.angela.mariaalvesdesouza,BR,F,,,,,490,492,,,
5882666,35-39,Gabriel NEVES,5882666.gabriel.neves,BR,H,,,,,476,478,,,
5882670,40-44,Juliano SERPELONI,5882670.juliano.serpeloni,BR,H,,,,,473,475,,,
5882674,50-54,Marckleuber FAGUNDES COSTA,5882674.marckleuber.fagundescosta,BR,H,,,,,470,472,,,
5882676,40-44,Roberta GARCIA,5882676.roberta.garcia,BR,F,,,,,470,472,,,
5882678,35-39,Leonardo DA COSTA BONFIM,5882678.leonardo.dacostabonfim,BR,H,,,,,467,469,,,
5882680,70-74,Ant�nio FAUSTINO DA SILVA,5882680.antonio.faustinodasilva,BR,H,,,,,467,469,,,
5882682,20-34,Bruno FERNANDES DA SILVA,5882682.bruno.fernandesdasilva,BR,H,,,,,466,468,,,
5882686,35-39,Bruna RESENDE,5882686.bruna.resende,BR,F,,,,,459,461,,,
5882688,40-44,Andr� FRANCISCO GUEDES SILVA,5882688.andre.franciscoguedessilva,BR,H,,,,,458,460,,,
5882690,40-44,Marcelo TELES,5882690.marcelo.teles,BR,H,,,,,457,459,,,
5882692,40-44,Darlan NONATO,5882692.darlan.nonato,BR,H,,,,,456,458,,,
5882698,35-39,Luiz HENRIQUE CHAGAS E SOUZA,5882698.luiz.henriquechagasesouza,BR,H,,,,,443,445,,,
5882700,45-49,Maria GERALDA CAMPIDELI PAIVA,5882700.maria.geraldacampidelipaiva,BR,F,,,,,443,444,,,
5882702,40-44,Gizelia APARECIDA BIATO,5882702.gizelia.aparecidabiato,BR,F,,,,,442,444,,,
5882706,35-39,Tedmiler MORAES,5882706.tedmiler.moraes,BR,H,,,,,441,443,,,
5882708,35-39,Rodrigo AVELINO,5882708.rodrigo.avelino,BR,H,,,,,440,442,,,
5882710,20-34,Rafael ASSIS,5882710.rafael.assis,BR,H,,,,,440,441,,,
5882712,35-39,Everton CARLOS ANAST�CIO,5882712.everton.carlosanastacio,BR,H,,,,,432,434,,,
5882714,35-39,Luiz REZENDE,5882714.luiz.rezende,BR,H,,,,,432,434,,,
5882716,40-44,Giovane LINHARES DE JESUS,5882716.giovane.linharesdejesus,BR,H,,,,,427,429,,,
5882720,40-44,William DRUMOND JR,5882720.william.drumondjr,BR,H,,,,,424,426,,,
5882722,20-34,Artur COSTA,5882722.artur.costa,BR,H,,,,,423,425,,,
5882726,20-34,Jaqueline SOARES DE OLIVEIRA,5882726.jaqueline.soaresdeoliveira,BR,F,,,,,415,417,,,
5882728,40-44,Rapha FALC�O,5882728.rapha.falcao,BR,H,,,,,413,415,,,
5882732,40-44,Rafaela SANTOS COUTINHO ALVES,5882732.rafaela.santoscoutinhoalves,BR,F,,,,,413,415,,,
5882736,35-39,Julia SA BARRETO,5882736.julia.sabarreto,BR,F,,,,,400,401,,,
5882742,40-44,Mirian CRISTINA RAMOS,5882742.mirian.cristinaramos,BR,F,,,,,394,396,,,
5882744,55-59,Roosevelt SILVA,5882744.roosevelt.silva,BR,H,,,,,389,391,,,
5882748,35-39,Gl�ucia FONSECA,5882748.glaucia.fonseca,BR,F,,,,,386,388,,,
5882750,45-49,Eliene APARECIDA SIQUEIRA,5882750.eliene.aparecidasiqueira,BR,F,,,,,386,387,,,
5882754,40-44,Edmar JULIO FERREIRA SOARES,5882754.edmar.julioferreirasoares,BR,H,,,,,384,386,,,
5882762,45-49,Raquel APARECIDA DA SILVA,5882762.raquel.aparecidadasilva,BR,F,,,,,373,374,,,
5882770,20-34,Ivanete SILVA,5882770.ivanete.silva,BR,F,,,,,367,369,,,
5882772,40-44,Carlos JUNIO GONCALVES DINIZ,5882772.carlos.juniogoncalvesdiniz,BR,H,,,,,367,369,,,
5882774,20-34,Gabriel COSTA,5882774.gabriel.costa,BR,H,,,,,359,360,,,
5882778,50-54,Christiane PAIVA,5882778.christiane.paiva,BR,F,,,,,341,343,,,
5882788,20-34,Jo�o PEDRO ARA�JO,5882788.joao.pedroaraujo,BR,H,,,,,325,326,,,
5882792,40-44,L�cia ALVES,5882792.lucia.alves,BR,F,,,,,308,310,,,
5882806,40-44,Juliano DA CONCEI��O DOS SANTOS,5882806.juliano.daconceicaodossantos,BR,H,,,,,691,694,,,
5882808,40-44,Genir GENIR,5882808.genir.genir,BR,H,,,,,578,580,,,
5882810,20-34,Carolina SOUZA,5882810.carolina.souza,BR,F,,,,,548,550,,,
5882812,50-54,Delc�dio SOUSA NERES,5882812.delcidio.sousaneres,BR,H,,,,,522,524,,,
5882814,35-39,Carla FERNANDES,5882814.carla.fernandes,BR,F,,,,,475,477,,,
5882816,20-34,Aline LOURENCA BARBOSA,5882816.aline.lourencabarbosa,BR,F,,,,,470,472,,,
5882818,20-34,Fernando FREITAS,5882818.fernando.freitas,BR,H,,,,,462,464,,,
5882820,20-34,Fernanda LOBATO,5882820.fernanda.lobato,BR,F,,,,,445,447,,,
5882822,40-44,Renan LEME,5882822.renan.leme,BR,H,,,,,442,444,,,
5882824,20-34,Luiz GUSTAVO SILVA DE MIRANDA,5882824.luiz.gustavosilvademiranda,BR,H,,,,,425,427,,,
5882826,35-39,Tatiana JORD�O GOMES,5882826.tatiana.jordaogomes,BR,F,,,,,423,425,,,
5882828,45-49,Emmanuel AUGUSTO DE ANDRADE RODRIGUES,5882828.emmanuel.augustodeandraderodrigues,BR,H,,,,,413,415,,,
5882830,35-39,Rodrigo SILVA,5882830.rodrigo.silva,BR,H,,,,,410,411,,,
5882832,45-49,Camila ROMANO,5882832.camila.romano,BR,F,,,,,398,400,,,
5882834,20-34,Lucas NUNES,5882834.lucas.nunes,BR,H,,,,,388,389,,,
5882836,20-34,Rafael GOMES,5882836.rafael.gomes,BR,H,,,,,386,387,,,
5882838,55-59,Geraldo MAGELA MODESTO,5882838.geraldo.magelamodesto,BR,H,,,,,383,385,,,
5882840,60-64,Auro MIRAGAIA,5882840.auro.miragaia,BR,H,,,,,382,383,,,
5882842,50-54,Cristina EMY SHINTANI,5882842.cristina.emyshintani,BR,F,,,,,377,378,,,
5882844,40-44,Julio LINHARES,5882844.julio.linhares,BR,H,,,,,371,372,,,
5882846,35-39,Br�gida ORNELAS,5882846.brigida.ornelas,BR,F,,,,,358,360,,,
5882848,50-54,Micheline BARREIRA,5882848.micheline.barreira,BR,F,,,,,339,341,,,
5882850,35-39,Richard VAN DER HOFF,5882850.richard.vanderhoff,BR,H,,,,,337,339,,,
5882852,45-49,Edson SEIXAS,5882852.edson.seixas,BR,H,,,,,322,323,,,
5882854,40-44,Silvia REZENDE,5882854.silvia.rezende,BR,F,,,,,308,310,,,
5882856,55-59,Frederico COSTA,5882856.frederico.costa,BR,H,,,,,305,307,,,
5882858,20-34,Mariana PASSARELLI,5882858.mariana.passarelli,BR,F,,,,,262,263,,,
5882860,20-34,Daniela SOARES,5882860.daniela.soares,BR,F,,,,,253,254,,,
2471549,35-39,Sofia BERWIG,2471549.sofia.berwig,BR,F,,,,,,,,,
2041065,45-49,Leandro BARBOSA RIBEIRO,2041065.leandro.barbosaribeiro,BR,H,,,,,575,572,,565,390
2041335,55-59,Jorge CERQUEIRA SOUZA FILHO,2041335.jorge.cerqueirasouzafilho,BR,H,,,,,,,,,
2384627,50-54,Cleusa VARELLA,2384627.cleusa.varella,BR,F,,,,,,,,,
3614297,50-54,Sandro CASSURIAGA,3614297.sandro.cassuriaga,BR,H,,,,,,,,,
3614307,50-54,Marcos DIAS,3614307.marcos.dias,BR,H,,,,,,,,,
2007151,45-49,Joao Fabiano GON�ALVES,2007151.joaofabiano.goncalves,BR,H,,,,,542,,492,,543
2608155,50-54,Alex AZAMBUJA,2608155.alex.azambuja,BR,H,,,,,,,,,
3505501,20-34,Mateus GHELLER,3505501.mateus.gheller,BR,H,,,,,,,,,
4290336,45-49,Wolmar FERNANDES DE SOUZA,4290336.wolmar.fernandesdesouza,BR,H,,,,,541,,,,541
1512731,40-44,Matilde BLUM,1512731.matilde.blum,BR,F,,,,,,,,,
2041335,55-59,Jorge CERQUEIRA SOUZA FILHO,2041335.jorge.cerqueirasouzafilho,BR,H,,,,,,,,,
2384627,50-54,Cleusa VARELLA,2384627.cleusa.varella,BR,F,,,,,,,,,
624603,40-44,Luzia CAMACHO,624603.luzia.camacho,BR,F,,,,,492,490,,,
6008364,35-39,Emerson SANTOS,6008364.emerson.santos,BR,H,,,,,413,,415,,
438886,45-49,Alice SOUSA,438886.alice.sousa,BR,F,,,,,,,,,
527065,45-49,Patricia Daniela SICCHIERI SILVA,527065.patriciadaniela.sicchierisilva,BR,F,,,,,399,,370,398,
764428,50-54,Jose-Roberto DA SILVA,764428.joseroberto.dasilva,BR,H,,,,,415,,,415,
764903,20-34,Carlos BOTELHO DA SILVA,764903.carlos.botelhodasilva,BR,H,,,,,670,,620,672,
776026,45-49,Rodrigo JOAO,776026.rodrigo.joao,BR,H,,,,,513,,496,515,
804184,40-44,Vinicius ANZOLIN,804184.vinicius.anzolin,BR,H,,,,,583,,549,582,571
893093,40-44,Patr�cia HONDA,893093.patricia.honda,BR,F,,,,,645,,,646,
897957,40-44,Alic VIANA,897957.alic.viana,BR,F,,floow,eu ,,553,447,,554,511
897959,45-49,Paulo RODRIGO,897959.paulo.rodrigo,BR,H,,ULTRAS DO CERRADO,PR INFORMATICA,,513,,,514,
898021,35-39,Muller GON�ALVES,898021.muller.goncalves,BR,H,,JASPERMCG,,,497,,497,449,451
1052333,50-54,Sergio CEDANO,1052333.sergio.cedano,BR,H,,,,,654,550,550,654,573
1063415,40-44,Gabriel KRUSCHEWSKY,1063415.gabriel.kruschewsky,BR,H,,,,,574,,,574,
1139267,45-49,Claudia BOTELHO,1139267.claudia.botelho,BR,F,,,,,504,,,506,
1349239,20-34,Alan ZONZINI,1349239.alan.zonzini,BR,H,,,,,451,,450,441,
1384077,35-39,Diego TALES,1384077.diego.tales,BR,H,no,no,no,,797,,800,774,
1412677,60-64,Jonas ROCHA,1412677.jonas.rocha,BR,H,,Rocha Ultra trail team,,,489,,461,448,488
1736555,40-44,Otavio LIMA,1736555.otavio.lima,BR,H,,,,,442,440,396,424,363
1736743,20-34,Jonathan DOS SANTOS,1736743.jonathan.dossantos,BR,H,,,,,563,,519,565,482
1752103,45-49,Sergio BARROS,1752103.sergio.barros,BR,H,,,,,416,,,417,
1898289,40-44,Jorge SATURNO,1898289.jorge.saturno,BR,H,,,,,555,554,542,534,
1898299,40-44,Cristiano ANDRADE,1898299.cristiano.andrade,BR,H,Team Akva,Team Akva,,,650,,644,650,
2193427,40-44,Geraldo NASCIMENTO,2193427.geraldo.nascimento,BR,H,,,,,574,,570,570,
2214411,35-39,Diego ARAUJO LEMOS,2214411.diego.araujolemos,BR,H,,,,,560,,496,561,
2377819,60-64,Nelson KONDO,2377819.nelson.kondo,BR,H,,Ultras de Indaia,,,565,,566,476,504
2494335,40-44,Marlene MAFFRA,2494335.marlene.maffra,BR,F,,,,,365,,,366,
2532607,45-49,Flavio PROCACI MORAES,2532607.flavio.procacimoraes,BR,H,,,,,505,,489,503,
2687259,20-34,Leonardo Kenichi KOBAYASHI TOKU,2687259.leonardokenichi.kobayashitoku,BR,H,,,,,616,593,614,474,
2982967,20-34,Kenetti Diego SCHABILESKI,2982967.kenettidiego.schabileski,BR,H,,,,,687,,665,685,
3435765,40-44,Jean CARLO CABRERA,3435765.jean.carlocabrera,BR,H,,,,,469,,362,467,
3509261,40-44,Admilson ALVES DE QUEIROZ J�NIOR,3509261.admilson.alvesdequeirozjunior,BR,H,,,,,476,,,407,476
3685431,45-49,Francisco BEZERRA SILVA JUNIOR,3685431.francisco.bezerrasilvajunior,BR,H,,,,,464,,,446,
3898257,45-49,Armindo AKIRA DE CAMARGO NEVES,3898257.armindo.akiradecamargoneves,BR,H,,,,,469,,461,468,
3898337,40-44,Rafael FEISTLER DA ROSA,3898337.rafael.feistlerdarosa,BR,H,,,,,449,,,406,
3902547,50-54,Emerson ALVES,3902547.emerson.alves,BR,H,,,,,447,395,389,449,
3907943,35-39,Susany PERARDT,3907943.susany.perardt,BR,F,,,,,665,595,661,653,
4046368,40-44,Samoel MONTOIA,4046368.samoel.montoia,BR,H,,@brabosultra,,,463,389,462,426,385
4105020,35-39,Pedro JOS� ROCHA E SILVA,4105020.pedro.joserochaesilva,BR,H,,,,,460,,,462,
4248967,40-44,Thiago PISSAIA DO SACRAMENTO PISSAIA,4248967.thiago.pissaiadosacramentopissaia,BR,H,,,,,398,,386,397,
4249043,20-34,Augusto LIMA BANG,4249043.augusto.limabang,BR,H,,,,,592,,591,533,
4297387,40-44,Jaderson ROCHA,4297387.jaderson.rocha,BR,H,,,,,585,,584,481,
4306617,35-39,Nelson HAUCK FILHO,4306617.nelson.hauckfilho,BR,H,,,,,569,529,562,569,
4310199,20-34,Jorge ALEXANDRE ROCHA MURAD,4310199.jorge.alexandrerochamurad,BR,H,,,,,597,,580,598,
4366274,40-44,Albert RODRIGUES PEREIRA,4366274.albert.rodriguespereira,BR,H,,,,,541,,,543,
4366332,45-49,Osney RODOVALHO,4366332.osney.rodovalho,BR,H,,,,,537,,538,512,
4401178,40-44,Michael MACHADO DOS SANTOS,4401178.michael.machadodossantos,BR,H,,,,,527,,,529,
4401186,45-49,Gustavo GONCALVES BOTELHO,4401186.gustavo.goncalvesbotelho,BR,H,,,,,565,,,566,
4401224,20-34,Eduardo HENRIQUE DE SOUZA,4401224.eduardo.henriquedesouza,BR,H,,,,,546,,528,547,
4401230,55-59,Jose LUIZ DE OLIVEIRA,4401230.jose.luizdeoliveira,BR,H,,,,,501,,,493,
4401262,40-44,Francisco VALDEIRES SOARES DE SOUZA,4401262.francisco.valdeiressoaresdesouza,BR,H,,,,,444,,,442,
4401316,40-44,Rodolfo NASEH LOPES,4401316.rodolfo.nasehlopes,BR,H,,,,,392,,391,377,
4555636,40-44,Thiago ZAMITH FONSECA,4555636.thiago.zamithfonseca,BR,H,,,,,593,551,588,589,
4577674,40-44,Daniel FOGEL,4577674.daniel.fogel,BR,H,,,,,582,567,582,561,
4619008,40-44,Marcos PAULO NEVES DE JESUS,4619008.marcos.paulonevesdejesus,BR,H,,,,,563,,564,551,534
4702710,35-39,N�dia CURSINO,4702710.nadia.cursino,BR,F,,,,,426,,,426,
4914733,40-44,Rafael FRAZZAO BORGES,4914733.rafael.frazzaoborges,BR,H,CTS Training Right,,,,452,450,434,423,
4915660,35-39,Erilaine G�ES,4915660.erilaine.goes,BR,F,,,,,469,,467,377,
4964696,35-39,Sarila KLOSTER,4964696.sarila.kloster,BR,F,,,,,492,,,494,
5016655,20-34,Adriano BRUNI,5016655.adriano.bruni,BR,H,,,,,558,,560,510,
5027162,40-44,Elianete MARILIA DE SOUSA CAMPOS COSTA,5027162.elianete.mariliadesousacamposcosta,BR,F,,,,,384,,,384,
5027168,40-44,Marconi ANDRE BRAGA DA SILVA,5027168.marconi.andrebragadasilva,BR,H,,,,,583,,,586,
5027186,20-34,Matheus DE VARGAS FELIPE DA SILVA,5027186.matheus.devargasfelipedasilva,BR,H,,,,,593,,537,594,
5027196,20-34,Yuri GOMES BALANCO,5027196.yuri.gomesbalanco,BR,H,,,,,492,,489,487,
5027204,40-44,Daverson TONIATO,5027204.daverson.toniato,BR,H,,,,,479,,475,477,
5027224,45-49,Walentina LOPES DE OLIVEIRA,5027224.walentina.lopesdeoliveira,BR,F,,,,,443,,440,439,
5027280,35-39,Helder HENRIQUE LEITE,5027280.helder.henriqueleite,BR,H,,,,,411,,375,412,
5685148,45-49,Edmilson DE LIMA,5685148.edmilson.delima,BR,H,,,,,564,565,,548,
5759780,20-34,Marcos ANTONIO BOOS,5759780.marcos.antonioboos,BR,H,,,,,729,,,732,
6031796,40-44,Liciana PEREIRA DE CERQUEIRA,6031796.liciana.pereiradecerqueira,BR,F,,,,,515,,,517,
6031798,45-49,Aldenis DA SILVA MACHADO,6031798.aldenis.dasilvamachado,BR,H,,,,,454,,,456,
6031800,40-44,Weber DE PAULA O BARBOSA,6031800.weber.depaulaobarbosa,BR,H,,,,,418,,,420,
6031802,40-44,Victor MACHADO MARTINS JUNIOR,6031802.victor.machadomartinsjunior,BR,H,,,,,405,,,406,
6031804,45-49,Felipe TADEU,6031804.felipe.tadeu,BR,H,,,,,400,,,401,
6031806,45-49,Vera LUCIA SAPORITO,6031806.vera.luciasaporito,BR,F,,,,,393,,,395,
